Mês/Ano,Região,Estado,Produto,Quantidade Processada (t)
11/2024,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"25163,890"
11/2024,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"3130461,823"
11/2024,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"426965,797"
11/2024,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"2636511,257"
11/2024,NORDESTE,Alagoas,CANA DE AÇÚCAR,"244920,326"
11/2024,NORDESTE,Bahia,CANA DE AÇÚCAR,"332712,720"
11/2024,NORDESTE,Maranhão,CANA DE AÇÚCAR,"174047,720"
11/2024,NORDESTE,Paraíba,CANA DE AÇÚCAR,"680233,132"
11/2024,NORDESTE,Pernambuco,CANA DE AÇÚCAR,"237807,478"
11/2024,NORDESTE,Piauí,CANA DE AÇÚCAR,"753,783"
11/2024,NORDESTE,Rio Grande do Norte,CANA DE AÇÚCAR,"214954,766"
11/2024,NORDESTE,Sergipe,CANA DE AÇÚCAR,"85907,177"
11/2024,NORTE,Amazonas,CANA DE AÇÚCAR,"18967,360"
11/2024,NORTE,Pará,CANA DE AÇÚCAR,"101854,409"
11/2024,NORTE,Tocantins,CANA DE AÇÚCAR,"189592,620"
11/2024,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"43323,176"
11/2024,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"2176658,006"
11/2024,SUDESTE,Rio de Janeiro,CANA DE AÇÚCAR,"756,020"
11/2024,SUDESTE,São Paulo,CANA DE AÇÚCAR,"9873223,346"
11/2024,SUL,Paraná,CANA DE AÇÚCAR,"448379,030"
11/2024,CENTRO OESTE,Goiás,MELAÇO,"25074,621"
11/2024,CENTRO OESTE,Mato Grosso,MELAÇO,"56209,200"
11/2024,CENTRO OESTE,Mato Grosso do Sul,MELAÇO,"20371,699"
11/2024,NORDESTE,Alagoas,MELAÇO,"168964,588"
11/2024,NORDESTE,Bahia,MELAÇO,"17287,916"
11/2024,NORDESTE,Maranhão,MELAÇO,"3713,000"
11/2024,NORDESTE,Paraíba,MELAÇO,"14143,753"
11/2024,NORDESTE,Pernambuco,MELAÇO,"99718,385"
11/2024,NORDESTE,Piauí,MELAÇO,"5419,439"
11/2024,NORDESTE,Rio Grande do Norte,MELAÇO,"8547,716"
11/2024,NORDESTE,Sergipe,MELAÇO,"16263,242"
11/2024,NORTE,Amazonas,MELAÇO,"3348,040"
11/2024,SUDESTE,Minas Gerais,MELAÇO,"184291,947"
11/2024,SUDESTE,São Paulo,MELAÇO,"389046,173"
11/2024,SUL,Paraná,MELAÇO,"6678,937"
11/2024,CENTRO OESTE,Goiás,MILHO,"161730,019"
11/2024,CENTRO OESTE,Mato Grosso,MILHO,"1106448,796"
11/2024,CENTRO OESTE,Mato Grosso do Sul,MILHO,"329066,729"
11/2024,SUDESTE,São Paulo,MILHO,"2135,690"
11/2024,SUL,Paraná,MILHO,"8543,123"
11/2024,CENTRO OESTE,Goiás,OUTRAS MATÉRIAS - PRIMAS,"4579,925"
11/2024,CENTRO OESTE,Mato Grosso,OUTRAS MATÉRIAS - PRIMAS,"709,944"
11/2024,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"3159,069"
11/2024,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"3376,489"
11/2024,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"219,183"
11/2024,SUL,Rio Grande do Sul,OUTRAS MATÉRIAS - PRIMAS,"3,303"
10/2024,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"26083,570"
10/2024,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"4971191,697"
10/2024,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"1338971,992"
10/2024,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"3014989,750"
10/2024,NORDESTE,Alagoas,CANA DE AÇÚCAR,"361827,394"
10/2024,NORDESTE,Bahia,CANA DE AÇÚCAR,"367303,630"
10/2024,NORDESTE,Maranhão,CANA DE AÇÚCAR,"252594,070"
10/2024,NORDESTE,Paraíba,CANA DE AÇÚCAR,"731027,615"
10/2024,NORDESTE,Pernambuco,CANA DE AÇÚCAR,"236092,543"
10/2024,NORDESTE,Rio Grande do Norte,CANA DE AÇÚCAR,"266092,454"
10/2024,NORDESTE,Sergipe,CANA DE AÇÚCAR,"98184,048"
10/2024,NORTE,Amazonas,CANA DE AÇÚCAR,"13727,520"
10/2024,NORTE,Pará,CANA DE AÇÚCAR,"110830,498"
10/2024,NORTE,Tocantins,CANA DE AÇÚCAR,"227577,670"
10/2024,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"118812,480"
10/2024,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"3047703,915"
10/2024,SUDESTE,Rio de Janeiro,CANA DE AÇÚCAR,"86719,013"
10/2024,SUDESTE,São Paulo,CANA DE AÇÚCAR,"15415699,458"
10/2024,SUL,Paraná,CANA DE AÇÚCAR,"1332430,169"
10/2024,CENTRO OESTE,Goiás,MELAÇO,"64047,625"
10/2024,CENTRO OESTE,Mato Grosso,MELAÇO,"73166,599"
10/2024,CENTRO OESTE,Mato Grosso do Sul,MELAÇO,"28835,996"
10/2024,NORDESTE,Alagoas,MELAÇO,"144288,103"
10/2024,NORDESTE,Bahia,MELAÇO,"18703,287"
10/2024,NORDESTE,Maranhão,MELAÇO,"11050,000"
10/2024,NORDESTE,Paraíba,MELAÇO,"22708,238"
10/2024,NORDESTE,Pernambuco,MELAÇO,"90394,766"
10/2024,NORDESTE,Piauí,MELAÇO,"21725,306"
10/2024,NORDESTE,Rio Grande do Norte,MELAÇO,"17229,800"
10/2024,NORDESTE,Sergipe,MELAÇO,"9869,808"
10/2024,NORTE,Amazonas,MELAÇO,"3292,860"
10/2024,SUDESTE,Minas Gerais,MELAÇO,"306064,892"
10/2024,SUDESTE,São Paulo,MELAÇO,"835377,820"
10/2024,SUL,Paraná,MELAÇO,"13109,824"
10/2024,CENTRO OESTE,Goiás,MILHO,"163316,359"
10/2024,CENTRO OESTE,Mato Grosso,MILHO,"1140853,470"
10/2024,CENTRO OESTE,Mato Grosso do Sul,MILHO,"310748,544"
10/2024,SUDESTE,São Paulo,MILHO,"961,221"
10/2024,SUL,Paraná,MILHO,"8135,428"
10/2024,CENTRO OESTE,Goiás,OUTRAS MATÉRIAS - PRIMAS,"3382,612"
10/2024,CENTRO OESTE,Mato Grosso,OUTRAS MATÉRIAS - PRIMAS,"10392,181"
10/2024,CENTRO OESTE,Mato Grosso do Sul,OUTRAS MATÉRIAS - PRIMAS,"1076,244"
10/2024,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"4442,979"
10/2024,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"6213,307"
10/2024,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"580,449"
10/2024,SUL,Rio Grande do Sul,OUTRAS MATÉRIAS - PRIMAS,"10,206"
09/2024,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"19872,000"
09/2024,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"7033849,946"
09/2024,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"1672533,548"
09/2024,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"3382398,784"
09/2024,NORDESTE,Alagoas,CANA DE AÇÚCAR,"277275,954"
09/2024,NORDESTE,Bahia,CANA DE AÇÚCAR,"566049,360"
09/2024,NORDESTE,Maranhão,CANA DE AÇÚCAR,"279823,283"
09/2024,NORDESTE,Paraíba,CANA DE AÇÚCAR,"725046,609"
09/2024,NORDESTE,Pernambuco,CANA DE AÇÚCAR,"217426,277"
09/2024,NORDESTE,Rio Grande do Norte,CANA DE AÇÚCAR,"236660,211"
09/2024,NORDESTE,Sergipe,CANA DE AÇÚCAR,"47137,981"
09/2024,NORTE,Amazonas,CANA DE AÇÚCAR,"12762,340"
09/2024,NORTE,Pará,CANA DE AÇÚCAR,"102176,197"
09/2024,NORTE,Tocantins,CANA DE AÇÚCAR,"343756,540"
09/2024,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"188563,769"
09/2024,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"4292204,183"
09/2024,SUDESTE,Rio de Janeiro,CANA DE AÇÚCAR,"200984,164"
09/2024,SUDESTE,São Paulo,CANA DE AÇÚCAR,"20461580,519"
09/2024,SUL,Paraná,CANA DE AÇÚCAR,"1527847,945"
09/2024,CENTRO OESTE,Goiás,MELAÇO,"85039,013"
09/2024,CENTRO OESTE,Mato Grosso,MELAÇO,"571576,873"
09/2024,CENTRO OESTE,Mato Grosso do Sul,MELAÇO,"35668,300"
09/2024,NORDESTE,Alagoas,MELAÇO,"81887,025"
09/2024,NORDESTE,Bahia,MELAÇO,"16403,466"
09/2024,NORDESTE,Maranhão,MELAÇO,"10489,000"
09/2024,NORDESTE,Paraíba,MELAÇO,"12927,761"
09/2024,NORDESTE,Pernambuco,MELAÇO,"70873,111"
09/2024,NORDESTE,Piauí,MELAÇO,"22222,212"
09/2024,NORDESTE,Rio Grande do Norte,MELAÇO,"9107,518"
09/2024,NORDESTE,Sergipe,MELAÇO,"4376,313"
09/2024,NORTE,Amazonas,MELAÇO,"3014,070"
09/2024,SUDESTE,Minas Gerais,MELAÇO,"413529,639"
09/2024,SUDESTE,São Paulo,MELAÇO,"1034834,402"
09/2024,SUL,Paraná,MELAÇO,"13588,633"
09/2024,CENTRO OESTE,Goiás,MILHO,"158756,256"
09/2024,CENTRO OESTE,Mato Grosso,MILHO,"1102112,805"
09/2024,CENTRO OESTE,Mato Grosso do Sul,MILHO,"222923,977"
09/2024,SUL,Paraná,MILHO,"7067,105"
09/2024,CENTRO OESTE,Goiás,OUTRAS MATÉRIAS - PRIMAS,"5505,142"
09/2024,CENTRO OESTE,Mato Grosso,OUTRAS MATÉRIAS - PRIMAS,"9455,168"
09/2024,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"3445,751"
09/2024,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"4848,769"
09/2024,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"407,349"
09/2024,SUL,Rio Grande do Sul,OUTRAS MATÉRIAS - PRIMAS,"23,930"
08/2024,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"14051,000"
08/2024,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"7866729,730"
08/2024,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"1887501,116"
08/2024,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"4239280,963"
08/2024,NORDESTE,Alagoas,CANA DE AÇÚCAR,"15776,284"
08/2024,NORDESTE,Bahia,CANA DE AÇÚCAR,"525343,470"
08/2024,NORDESTE,Maranhão,CANA DE AÇÚCAR,"318871,167"
08/2024,NORDESTE,Paraíba,CANA DE AÇÚCAR,"657975,231"
08/2024,NORDESTE,Piauí,CANA DE AÇÚCAR,"267,902"
08/2024,NORDESTE,Rio Grande do Norte,CANA DE AÇÚCAR,"78599,081"
08/2024,NORTE,Amazonas,CANA DE AÇÚCAR,"6124,940"
08/2024,NORTE,Pará,CANA DE AÇÚCAR,"107874,813"
08/2024,NORTE,Tocantins,CANA DE AÇÚCAR,"348693,260"
08/2024,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"245544,496"
08/2024,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"4651120,783"
08/2024,SUDESTE,Rio de Janeiro,CANA DE AÇÚCAR,"296018,761"
08/2024,SUDESTE,São Paulo,CANA DE AÇÚCAR,"20528458,007"
08/2024,SUL,Paraná,CANA DE AÇÚCAR,"1804851,986"
08/2024,CENTRO OESTE,Goiás,MELAÇO,"81145,599"
08/2024,CENTRO OESTE,Mato Grosso,MELAÇO,"499759,153"
08/2024,CENTRO OESTE,Mato Grosso do Sul,MELAÇO,"38196,642"
08/2024,NORDESTE,Alagoas,MELAÇO,"735,320"
08/2024,NORDESTE,Bahia,MELAÇO,"16608,679"
08/2024,NORDESTE,Maranhão,MELAÇO,"11515,000"
08/2024,NORDESTE,Paraíba,MELAÇO,"4720,035"
08/2024,NORDESTE,Pernambuco,MELAÇO,"30036,388"
08/2024,NORDESTE,Piauí,MELAÇO,"20505,679"
08/2024,NORDESTE,Rio Grande do Norte,MELAÇO,"10689,740"
08/2024,NORTE,Amazonas,MELAÇO,"1858,420"
08/2024,SUDESTE,Minas Gerais,MELAÇO,"394722,549"
08/2024,SUDESTE,São Paulo,MELAÇO,"1132316,528"
08/2024,SUL,Paraná,MELAÇO,"15829,915"
08/2024,CENTRO OESTE,Goiás,MILHO,"173549,787"
08/2024,CENTRO OESTE,Mato Grosso,MILHO,"1120921,247"
08/2024,CENTRO OESTE,Mato Grosso do Sul,MILHO,"229294,906"
08/2024,SUDESTE,São Paulo,MILHO,"3560,596"
08/2024,SUL,Paraná,MILHO,"8041,227"
08/2024,CENTRO OESTE,Goiás,OUTRAS MATÉRIAS - PRIMAS,"9288,359"
08/2024,CENTRO OESTE,Mato Grosso,OUTRAS MATÉRIAS - PRIMAS,"11715,642"
08/2024,CENTRO OESTE,Mato Grosso do Sul,OUTRAS MATÉRIAS - PRIMAS,"2623,443"
08/2024,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"4890,674"
08/2024,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"5920,659"
08/2024,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"1126,915"
08/2024,SUL,Rio Grande do Sul,OUTRAS MATÉRIAS - PRIMAS,"19,053"
07/2024,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"20987,160"
07/2024,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"8380555,540"
07/2024,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"1986998,013"
07/2024,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"4031604,469"
07/2024,NORDESTE,Bahia,CANA DE AÇÚCAR,"628782,870"
07/2024,NORDESTE,Maranhão,CANA DE AÇÚCAR,"321431,723"
07/2024,NORDESTE,Paraíba,CANA DE AÇÚCAR,"84809,110"
07/2024,NORDESTE,Piauí,CANA DE AÇÚCAR,"17480,239"
07/2024,NORDESTE,Rio Grande do Norte,CANA DE AÇÚCAR,"177,130"
07/2024,NORTE,Pará,CANA DE AÇÚCAR,"100338,532"
07/2024,NORTE,Tocantins,CANA DE AÇÚCAR,"375856,130"
07/2024,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"228567,646"
07/2024,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"4885988,283"
07/2024,SUDESTE,Rio de Janeiro,CANA DE AÇÚCAR,"326269,121"
07/2024,SUDESTE,São Paulo,CANA DE AÇÚCAR,"21843925,688"
07/2024,SUL,Paraná,CANA DE AÇÚCAR,"1744901,378"
07/2024,CENTRO OESTE,Goiás,MELAÇO,"81936,235"
07/2024,CENTRO OESTE,Mato Grosso,MELAÇO,"60383,443"
07/2024,CENTRO OESTE,Mato Grosso do Sul,MELAÇO,"33515,868"
07/2024,NORDESTE,Bahia,MELAÇO,"13066,784"
07/2024,NORDESTE,Maranhão,MELAÇO,"9490,000"
07/2024,NORDESTE,Piauí,MELAÇO,"20671,984"
07/2024,NORDESTE,Rio Grande do Norte,MELAÇO,"526,267"
07/2024,SUDESTE,Minas Gerais,MELAÇO,"373296,116"
07/2024,SUDESTE,São Paulo,MELAÇO,"1245289,808"
07/2024,SUL,Paraná,MELAÇO,"15213,725"
07/2024,CENTRO OESTE,Goiás,MILHO,"188217,050"
07/2024,CENTRO OESTE,Mato Grosso,MILHO,"1072809,453"
07/2024,CENTRO OESTE,Mato Grosso do Sul,MILHO,"216946,407"
07/2024,SUDESTE,São Paulo,MILHO,"4374,890"
07/2024,SUL,Paraná,MILHO,"9010,320"
07/2024,CENTRO OESTE,Goiás,OUTRAS MATÉRIAS - PRIMAS,"20168,238"
07/2024,CENTRO OESTE,Mato Grosso,OUTRAS MATÉRIAS - PRIMAS,"13931,149"
07/2024,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"4371,136"
07/2024,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"6340,642"
07/2024,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"1983,229"
07/2024,SUL,Rio Grande do Sul,OUTRAS MATÉRIAS - PRIMAS,"31,777"
06/2024,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"31284,680"
06/2024,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"8214634,119"
06/2024,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"1776169,559"
06/2024,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"4935686,010"
06/2024,NORDESTE,Bahia,CANA DE AÇÚCAR,"519484,340"
06/2024,NORDESTE,Maranhão,CANA DE AÇÚCAR,"271297,589"
06/2024,NORDESTE,Piauí,CANA DE AÇÚCAR,"5294,219"
06/2024,NORTE,Pará,CANA DE AÇÚCAR,"81465,721"
06/2024,NORTE,Tocantins,CANA DE AÇÚCAR,"260314,910"
06/2024,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"237796,361"
06/2024,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"4739825,240"
06/2024,SUDESTE,Rio de Janeiro,CANA DE AÇÚCAR,"292232,086"
06/2024,SUDESTE,São Paulo,CANA DE AÇÚCAR,"22873909,213"
06/2024,SUL,Paraná,CANA DE AÇÚCAR,"2214036,381"
06/2024,CENTRO OESTE,Goiás,MELAÇO,"79931,102"
06/2024,CENTRO OESTE,Mato Grosso,MELAÇO,"67157,184"
06/2024,CENTRO OESTE,Mato Grosso do Sul,MELAÇO,"44729,346"
06/2024,NORDESTE,Bahia,MELAÇO,"13973,059"
06/2024,NORDESTE,Maranhão,MELAÇO,"6871,000"
06/2024,NORDESTE,Piauí,MELAÇO,"2798,613"
06/2024,SUDESTE,Espírito Santo,MELAÇO,"34,200"
06/2024,SUDESTE,Minas Gerais,MELAÇO,"332901,917"
06/2024,SUDESTE,São Paulo,MELAÇO,"1194191,252"
06/2024,SUL,Paraná,MELAÇO,"18785,506"
06/2024,CENTRO OESTE,Goiás,MILHO,"157418,243"
06/2024,CENTRO OESTE,Mato Grosso,MILHO,"988923,395"
06/2024,CENTRO OESTE,Mato Grosso do Sul,MILHO,"218239,355"
06/2024,SUDESTE,São Paulo,MILHO,"2398,107"
06/2024,SUL,Paraná,MILHO,"5872,356"
06/2024,CENTRO OESTE,Goiás,OUTRAS MATÉRIAS - PRIMAS,"17791,819"
06/2024,CENTRO OESTE,Mato Grosso,OUTRAS MATÉRIAS - PRIMAS,"8334,964"
06/2024,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"3585,115"
06/2024,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"4707,163"
06/2024,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"590,376"
06/2024,SUL,Rio Grande do Sul,OUTRAS MATÉRIAS - PRIMAS,"8,627"
05/2024,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"31338,430"
05/2024,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"8030789,270"
05/2024,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"1668717,375"
05/2024,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"4142117,272"
05/2024,NORDESTE,Bahia,CANA DE AÇÚCAR,"479653,330"
05/2024,NORDESTE,Maranhão,CANA DE AÇÚCAR,"29207,360"
05/2024,NORDESTE,Paraíba,CANA DE AÇÚCAR,"93662,170"
05/2024,NORTE,Pará,CANA DE AÇÚCAR,"24752,730"
05/2024,NORTE,Tocantins,CANA DE AÇÚCAR,"321525,010"
05/2024,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"215566,596"
05/2024,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"4408308,144"
05/2024,SUDESTE,Rio de Janeiro,CANA DE AÇÚCAR,"104551,560"
05/2024,SUDESTE,São Paulo,CANA DE AÇÚCAR,"22390267,689"
05/2024,SUL,Paraná,CANA DE AÇÚCAR,"1896950,593"
05/2024,CENTRO OESTE,Goiás,MELAÇO,"73146,073"
05/2024,CENTRO OESTE,Mato Grosso,MELAÇO,"63085,564"
05/2024,CENTRO OESTE,Mato Grosso do Sul,MELAÇO,"35199,214"
05/2024,NORDESTE,Bahia,MELAÇO,"12558,999"
05/2024,NORDESTE,Pernambuco,MELAÇO,"2776,333"
05/2024,SUDESTE,Minas Gerais,MELAÇO,"308982,314"
05/2024,SUDESTE,São Paulo,MELAÇO,"1011609,621"
05/2024,SUL,Paraná,MELAÇO,"15585,391"
05/2024,CENTRO OESTE,Goiás,MILHO,"169716,103"
05/2024,CENTRO OESTE,Mato Grosso,MILHO,"995004,812"
05/2024,CENTRO OESTE,Mato Grosso do Sul,MILHO,"227031,534"
05/2024,SUDESTE,São Paulo,MILHO,"4144,128"
05/2024,SUL,Paraná,MILHO,"6434,323"
05/2024,CENTRO OESTE,Goiás,OUTRAS MATÉRIAS - PRIMAS,"15244,647"
05/2024,CENTRO OESTE,Mato Grosso,OUTRAS MATÉRIAS - PRIMAS,"10439,290"
05/2024,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"4082,731"
05/2024,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"4332,593"
05/2024,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"759,633"
04/2024,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"10265,230"
04/2024,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"2914607,345"
04/2024,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"478410,806"
04/2024,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"3113058,660"
04/2024,NORDESTE,Alagoas,CANA DE AÇÚCAR,"22424,834"
04/2024,NORDESTE,Bahia,CANA DE AÇÚCAR,"167435,100"
04/2024,NORDESTE,Paraíba,CANA DE AÇÚCAR,"163521,368"
04/2024,NORDESTE,Pernambuco,CANA DE AÇÚCAR,"27584,677"
04/2024,NORTE,Tocantins,CANA DE AÇÚCAR,"182482,470"
04/2024,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"20516,860"
04/2024,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"2467476,757"
04/2024,SUDESTE,São Paulo,CANA DE AÇÚCAR,"13770291,285"
04/2024,SUL,Paraná,CANA DE AÇÚCAR,"1618141,516"
04/2024,CENTRO OESTE,Goiás,MELAÇO,"17089,136"
04/2024,CENTRO OESTE,Mato Grosso,MELAÇO,"24996,598"
04/2024,CENTRO OESTE,Mato Grosso do Sul,MELAÇO,"20039,488"
04/2024,NORDESTE,Alagoas,MELAÇO,"14052,508"
04/2024,NORDESTE,Bahia,MELAÇO,"406,588"
04/2024,NORDESTE,Paraíba,MELAÇO,"1,592"
04/2024,NORDESTE,Pernambuco,MELAÇO,"36348,565"
04/2024,SUDESTE,Minas Gerais,MELAÇO,"175412,031"
04/2024,SUDESTE,São Paulo,MELAÇO,"556563,604"
04/2024,SUL,Paraná,MELAÇO,"12034,163"
04/2024,CENTRO OESTE,Goiás,MILHO,"156383,193"
04/2024,CENTRO OESTE,Mato Grosso,MILHO,"863192,782"
04/2024,CENTRO OESTE,Mato Grosso do Sul,MILHO,"207413,364"
04/2024,SUDESTE,São Paulo,MILHO,"4212,229"
04/2024,SUL,Paraná,MILHO,"5040,988"
04/2024,CENTRO OESTE,Goiás,OUTRAS MATÉRIAS - PRIMAS,"6189,565"
04/2024,CENTRO OESTE,Mato Grosso,OUTRAS MATÉRIAS - PRIMAS,"9026,758"
04/2024,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"3689,914"
04/2024,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"3562,391"
04/2024,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"252,000"
03/2024,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"2493,000"
03/2024,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"326595,039"
03/2024,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"25235,000"
03/2024,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"1156457,349"
03/2024,NORDESTE,Alagoas,CANA DE AÇÚCAR,"142811,201"
03/2024,NORDESTE,Paraíba,CANA DE AÇÚCAR,"223764,901"
03/2024,NORDESTE,Pernambuco,CANA DE AÇÚCAR,"52990,300"
03/2024,NORDESTE,Rio Grande do Norte,CANA DE AÇÚCAR,"68938,440"
03/2024,NORDESTE,Sergipe,CANA DE AÇÚCAR,"52170,830"
03/2024,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"206537,494"
03/2024,SUDESTE,São Paulo,CANA DE AÇÚCAR,"2421358,475"
03/2024,SUL,Paraná,CANA DE AÇÚCAR,"603921,443"
03/2024,CENTRO OESTE,Goiás,MELAÇO,"687,332"
03/2024,CENTRO OESTE,Mato Grosso do Sul,MELAÇO,"4924,942"
03/2024,NORDESTE,Alagoas,MELAÇO,"108595,002"
03/2024,NORDESTE,Paraíba,MELAÇO,"5,371"
03/2024,NORDESTE,Pernambuco,MELAÇO,"62299,635"
03/2024,NORDESTE,Rio Grande do Norte,MELAÇO,"1964,760"
03/2024,NORDESTE,Sergipe,MELAÇO,"8362,298"
03/2024,SUDESTE,Minas Gerais,MELAÇO,"4497,757"
03/2024,SUDESTE,São Paulo,MELAÇO,"87658,120"
03/2024,SUL,Paraná,MELAÇO,"2802,449"
03/2024,CENTRO OESTE,Goiás,MILHO,"85857,749"
03/2024,CENTRO OESTE,Mato Grosso,MILHO,"905891,881"
03/2024,CENTRO OESTE,Mato Grosso do Sul,MILHO,"221882,497"
03/2024,SUDESTE,São Paulo,MILHO,"4970,508"
03/2024,CENTRO OESTE,Goiás,OUTRAS MATÉRIAS - PRIMAS,"638,179"
03/2024,CENTRO OESTE,Mato Grosso,OUTRAS MATÉRIAS - PRIMAS,"3743,421"
03/2024,SUDESTE,Minas Gerais,OUTRAS MATÉRIAS - PRIMAS,"4478,424"
03/2024,SUL,Rio Grande do Sul,OUTRAS MATÉRIAS - PRIMAS,"10,680"
02/2024,SUDESTE,São Paulo,BAGAÇO OU PALHA DE CANA,"17481,950"
02/2024,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"111498,819"
02/2024,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"310848,280"
02/2024,NORDESTE,Alagoas,CANA DE AÇÚCAR,"256846,522"
02/2024,NORDESTE,Paraíba,CANA DE AÇÚCAR,"258255,223"
02/2024,NORDESTE,Pernambuco,CANA DE AÇÚCAR,"58458,114"
02/2024,NORDESTE,Rio Grande do Norte,CANA DE AÇÚCAR,"136017,820"
02/2024,NORDESTE,Sergipe,CANA DE AÇÚCAR,"93133,046"
02/2024,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"2840,250"
02/2024,SUDESTE,São Paulo,CANA DE AÇÚCAR,"279648,054"
02/2024,NORDESTE,Alagoas,MELAÇO,"133020,594"
02/2024,NORDESTE,Paraíba,MELAÇO,"608,848"
02/2024,NORDESTE,Pernambuco,MELAÇO,"80123,050"
02/2024,NORDESTE,Rio Grande do Norte,MELAÇO,"12520,734"
02/2024,NORDESTE,Sergipe,MELAÇO,"10164,424"
02/2024,NORTE,Pará,MELAÇO,"20,000"
